accX,accY,accZ,gyroX,gyroY,gyroZ
-9.5868,-0.5073,-0.7412,-0.3928,-1.3068,-0.8473
-10.2341,1.7288,0.2429,0.8241,-0.3943,-0.3603
-11.8325,0.8560,-2.8965,0.3173,1.5201,1.3105
-14.1679,-0.6628,-3.8291,1.8230,4.3129,1.6892
-17.3025,4.0893,-3.4092,0.9717,5.0036,2.0528
-16.6140,4.4842,-3.2895,1.5279,5.0036,2.6530
-13.0540,1.3083,-4.4638,1.5291,5.0036,2.7891
-7.1336,0.6311,-0.8441,1.0825,5.0036,1.9198
-1.9789,-1.2431,-2.2265,1.3552,3.4265,1.0067
-12.2668,-0.0407,-0.6114,0.2825,0.3227,-0.5638
-12.2668,-0.0407,-0.6114,0.2825,0.3227,-0.5638
-12.2764,-2.0632,-1.3657,0.5159,-0.2711,-1.0979
-11.9324,-2.9085,3.2806,0.9201,-2.2234,-2.4483
-11.4317,0.9571,3.2698,0.2775,-4.1450,-2.5018
-9.9009,-1.1575,2.2905,0.2766,-5.0036,-1.7828
-7.3693,-1.6822,0.7029,0.0015,-4.6762,-1.4444
-5.7470,-2.5896,0.8076,0.1852,-2.8300,-0.8222
-6.5450,-3.8782,3.0060,0.2856,-0.4520,-0.1376
-7.1318,-6.7801,6.6329,0.7902,1.3297,-0.5289
-8.9988,-2.5250,5.8540,0.7572,1.8318,-0.5638
-11.1966,-1.5912,-3.8417,0.9977,-1.3549,-1.2810
-11.1966,-1.5912,-3.8417,0.9977,-1.3549,-1.2810
-10.6552,-1.1605,1.1557,0.2608,-2.9425,-1.8729
-10.1575,-1.0720,2.5065,0.9894,-4.8333,-2.0047
-10.0756,0.0987,-2.1589,-0.0670,-5.0028,-1.7352
-8.2026,-1.0355,-1.6026,0.8057,-4.1116,-1.2642
-6.0359,-3.5809,3.5061,1.3654,-3.2442,-1.1785
-6.5719,-2.9384,7.6199,1.3702,-2.5673,-1.1519
-7.4471,-1.4058,8.3354,0.2242,-1.2894,-0.3267
-10.8347,-0.9033,0.9817,0.2314,-3.8888,-1.2144
-10.8347,-0.9033,0.9817,0.2314,-3.8888,-1.2144
-12.1083,-4.3095,4.4363,0.1103,-4.9714,-1.3479
-13.5278,-0.9517,-1.6702,-0.0507,-5.0036,-2.1324
-12.2483,-0.0616,-2.9767,0.5602,-5.0036,-1.4623
-9.9015,-2.8786,1.1940,1.0994,-4.6750,-1.0311
-8.7230,-1.9095,4.8724,1.0020,-3.5337,-1.0823
-7.7575,-0.4929,5.9001,0.3445,-2.1924,-0.4096
-7.8413,-2.0506,5.8798,-0.2098,-0.5128,0.3013
-8.1733,-3.4594,5.4598,-0.4108,0.9927,0.7037
-7.8359,-2.6118,-2.6351,0.6778,-0.5337,-0.6180
-7.8359,-2.6118,-2.6351,0.6778,-0.5337,-0.6180
-8.6794,-2.6788,-1.2084,0.7822,-2.0837,-0.8790
-12.3817,-2.1972,2.3731,1.1817,-4.8955,-1.0699
-15.6634,-2.8110,1.1336,0.6292,-5.0036,-1.1098
-15.9805,-1.4722,0.6945,1.1104,-5.0036,-1.3237
-12.2668,0.7567,3.3027,0.6614,-5.0036,-1.1446
-8.0889,-0.2919,1.6810,1.1240,-4.9344,-0.7057
-5.8564,-0.4600,2.8762,0.7346,-2.2239,-0.4432
-11.1404,-2.6393,-1.5242,-0.5374,-2.0772,-0.6185
-11.1404,-2.6393,-1.5242,-0.9369,-2.4416,-0.6599
-11.7326,-1.2287,-1.0798,-0.4065,-3.6140,-0.6990
-10.2688,-2.4491,-3.3494,0.6947,-4.2597,-0.4927
-10.4064,-0.9284,-0.8243,0.6684,-4.3361,-0.3063
-9.5210,0.7513,4.9926,0.5669,-4.9692,-0.2648
-9.5713,0.5737,4.9807,0.9061,-5.0036,0.0895
-8.3438,2.2235,6.6395,0.3900,-4.9573,-0.0829
-6.3392,0.0550,5.5484,0.6173,-3.6137,-0.5938
-10.5416,-2.4873,-1.7157,-0.2459,0.3998,-0.2906
-10.3011,-2.7063,-1.7157,-0.0838,-0.0250,-0.2665
-9.8764,-3.4995,-0.0072,0.1312,-1.4856,-0.3331
-11.6184,-0.9763,0.7848,-0.6280,-4.4072,-0.2984
-11.9013,-2.4108,-0.6084,0.1889,-5.0036,0.2947
-11.7422,-2.4281,-0.2913,0.2671,-5.0036,0.4453
-10.0522,-1.8760,2.0154,0.6561,-5.0036,0.1755
-7.5876,1.7468,4.4716,1.7423,-4.6736,-0.0983
-5.3151,3.4869,6.3990,1.1202,-2.9787,-0.2576
-4.9173,1.8281,7.5852,0.0486,-0.9050,-0.4204
-10.9077,-0.9978,-1.8084,-0.7013,1.3868,-0.3115
-11.0327,-0.9978,-1.8084,-0.8691,1.2089,-0.3123
-11.4993,-1.6175,-2.4760,-0.4346,0.6484,-0.3036
-10.9825,-2.6560,-3.7986,0.0467,-0.6924,-0.4829
-9.9314,-3.8518,-1.8742,1.1298,-2.0753,-0.5878
-10.2802,-2.7649,0.4032,1.0620,-3.6771,-0.6049
-10.2197,-1.2754,2.3581,1.4545,-4.8865,-0.2549
-9.7603,-0.5372,3.8231,1.1623,-5.0036,0.1845
-7.5583,0.4606,2.3874,1.0403,-5.0031,0.1691
-6.3422,2.1805,4.1527,0.9646,-3.6527,0.2480
-5.0931,0.7591,6.6939,0.2468,-1.5380,0.0476
-5.0399,-0.9218,7.7163,-0.2437,0.1023,-0.1571
-9.5300,-2.2241,-2.5268,0.1426,-0.8328,-0.3661
-9.5300,-2.2241,-2.5268,0.1426,-0.8328,-0.3661
-10.6247,-3.2405,-0.8746,-0.1321,-1.4103,-0.3984
-12.5647,-2.6154,3.6299,0.8751,-3.6423,-0.4319
-13.3089,-2.6512,5.1637,1.2616,-5.0036,-0.5081
-12.4893,-0.6688,2.8379,1.0127,-5.0036,-0.5357
-6.9045,-1.2574,-0.4140,1.3743,-4.9543,-0.6872
-3.4923,1.4955,3.5055,1.1471,-2.7019,-0.8132
-3.7603,2.2056,6.1017,0.4133,-0.1955,-0.2341
-5.2636,-1.7737,8.2678,0.1785,1.7052,-0.0567
-9.2172,-3.8465,-4.5440,0.0782,0.1345,-0.3998
-8.5436,-3.4050,-3.4379,0.3164,-0.1084,-0.4633
-8.7398,-3.3918,-2.3509,-0.0702,-1.1063,-0.4812
-8.1930,-2.8343,-0.6592,0.9727,-3.0081,-0.3564
-9.5605,-1.2933,-0.7161,1.1477,-4.5830,0.1225
-10.7743,-2.5418,0.9392,1.5557,-5.0036,0.5632
-10.2138,-2.3587,2.7476,1.6522,-5.0036,0.1121
-9.6873,1.7503,4.3490,2.0279,-5.0036,-0.2059
-6.9679,2.0028,6.0742,0.7055,-3.4233,-0.0658
-5.2337,-0.1711,7.7593,-0.0753,-0.9369,-0.1915
-10.6170,-3.4534,-1.9029,-0.7443,-0.6758,-0.4050
-10.4746,-3.4839,-1.8837,-0.2738,-1.0377,-0.5227
-11.0895,-2.7607,3.0604,0.6260,-2.4088,-0.9195
-13.1839,-0.7555,3.5910,0.4604,-5.0024,-0.6935
-12.1304,-2.1613,-0.1908,0.5893,-5.0036,-0.0525
-9.3583,-4.1779,-0.2046,0.5576,-5.0036,-0.2721
-6.4074,-1.0367,5.2642,1.9844,-4.7641,-0.8445
-5.2193,2.5256,7.5302,1.5519,-3.7032,-0.6683
-11.3492,-2.4114,-0.6347,-0.4687,0.6988,-0.3564
-10.9077,-3.1866,-1.0110,-0.4687,0.6988,-0.4067
-11.1374,-3.8524,-2.1691,-0.1103,-0.4789,-0.5744
-11.2355,-3.3057,0.0173,0.4504,-2.1954,-0.8986
-11.0195,-3.4367,1.7336,1.2585,-4.1105,-0.7098
-11.0303,-3.5444,0.8728,0.7031,-5.0036,-0.5936
-9.7992,-3.6963,2.3300,1.4878,-5.0036,-0.8619
-7.6959,-0.1848,5.4640,1.7008,-5.0021,-0.8077
-3.9691,-1.0947,8.3575,1.2550,-3.6230,-0.7599
-3.5593,-0.6173,6.1944,-0.4278,-1.7005,-0.7889
-9.2010,-2.0590,-3.5797,-0.1787,1.6944,-0.3735
-9.2010,-2.0590,-3.5797,-0.1787,1.6944,-0.3735
-9.1352,-2.5029,-4.3053,-0.6484,0.6976,-0.3595
-9.5157,-2.7458,-2.6818,0.7885,-1.6721,-0.5391
-11.8044,-0.9906,1.2670,0.7297,-4.9201,-0.3367
-13.2156,-3.1519,2.1302,0.7961,-5.0036,-0.0289
-13.5906,-2.0536,-0.3517,0.0518,-5.0036,-0.3939
-8.9725,-2.1003,-0.1513,1.3184,-5.0036,-0.5151
-5.7278,-2.0501,2.9815,0.9975,-3.9189,-0.3798
-4.7940,-2.2367,7.4249,1.0463,-1.6463,-0.5567
-14.9641,-5.8708,0.8596,-0.3305,-2.0229,-1.6987
-14.9641,-5.8708,0.8596,-0.3305,-2.0229,-1.6987
-15.6233,-7.6828,-0.7089,-0.6901,-2.9706,-1.8189
-15.1107,-7.4094,1.8957,0.4962,-3.9503,-1.9355
-13.1420,-5.4108,5.2181,0.3566,-5.0031,-1.8392
-8.8762,-1.4303,-0.9751,1.8251,-5.0036,-1.6768
-4.5996,6.6317,0.5515,0.9644,-3.7750,-0.6535
-5.5352,3.2566,2.3557,0.4082,-1.2952,0.3309
-4.1701,-0.8088,3.0544,-0.3300,0.4094,0.0550
-5.4407,0.7974,6.0251,-0.0324,0.9931,0.0741
-9.4235,1.4417,1.1862,-0.2219,-1.0027,-0.5796
-9.4235,1.4417,1.1862,-0.2219,-1.0027,-0.5796
-11.2528,0.3135,-0.2489,-1.6927,-1.2449,-0.6078
-14.4144,-4.1151,-3.8477,0.4461,-1.4083,-1.7466
-12.8429,-1.3442,5.6740,1.2770,-3.3567,-3.0427
-12.5055,3.1872,10.8957,0.8841,-5.0036,-2.1483
-9.8967,-1.1509,5.7547,0.2944,-5.0036,-0.6277
-6.4696,-0.0873,-1.8760,-0.0709,-4.6100,-0.2074
-8.5890,-1.6110,-1.7707,0.8884,-0.1054,-0.8644
-8.5890,-1.6110,-1.7707,0.8884,-0.1054,-0.8644
-8.8379,-2.5424,1.5087,1.8043,-1.6319,-0.9555
-11.6566,-0.7902,5.9994,2.0557,-4.9498,-0.7216
-15.3135,-3.4588,6.8046,1.7013,-5.0036,-0.1216
-13.5344,-3.6532,0.5180,1.1092,-5.0036,-0.5360
-6.9948,-3.5791,-0.0150,1.3137,-4.9911,-0.8076
-1.0642,-1.4088,6.1460,0.9739,-2.6757,-1.0157
-9.2620,-2.0710,1.2586,0.8601,-2.4134,-0.9942
-9.2620,-2.0710,1.2586,0.8601,-2.4134,-0.9942
-11.1296,-1.0522,4.0008,0.8265,-4.2699,-0.8625
-16.4865,-1.0169,3.6706,0.2886,-5.0036,-0.2393
-15.9248,-2.6130,2.3186,0.8951,-5.0036,0.2813
-12.2195,-4.1390,2.5172,1.1359,-5.0036,-0.0573
-6.6622,-1.2706,4.1683,1.6481,-4.9828,-0.5284
-3.2106,0.4253,4.8096,0.5003,-2.0924,-0.4995
-2.1242,-0.9380,4.8449,-1.0579,1.2871,-0.2069
-7.8341,-2.4078,-4.5625,0.6727,-0.9949,-0.7760
-7.9693,-2.2110,-3.9278,0.5589,-1.3689,-0.8613
-9.0078,-0.6945,-1.6714,0.8274,-2.6539,-1.0333
-12.4457,-0.5635,6.2040,0.7567,-4.9966,-0.5957
-14.3988,-1.1557,1.8371,0.1494,-5.0036,0.0544
-12.5665,-2.3294,-0.5551,0.4595,-5.0036,0.2248
-9.0987,-1.0086,2.1942,0.7880,-4.8839,-0.1170
-6.9631,-0.6951,4.9298,0.4423,-2.6770,-0.3068
-5.9145,-0.4487,4.2060,-0.2816,0.1090,-0.0214
-8.2905,-2.6243,3.0179,-0.6994,2.5643,0.2453
-10.3077,-0.3751,3.7825,-1.4398,4.0664,0.6889
-11.9234,-4.5511,4.6062,0.9140,-5.0036,-0.0214
-11.9234,-4.5511,4.6062,0.9140,-5.0036,-0.0214
-15.3942,-4.4830,5.0776,0.5693,-5.0036,-0.5026
-17.0399,0.4247,2.6632,1.1747,-5.0036,-0.4357
-10.2293,-4.7294,3.8788,1.1906,-5.0036,-0.0385
-5.4024,-2.9468,4.9819,0.6478,-4.2699,-1.0702
0.4169,2.1404,8.1517,0.6901,-1.6554,-0.7856
-1.1258,1.8233,6.7789,-0.6579,1.0542,0.4890
-3.8542,-2.7840,5.7230,-0.9810,3.2241,1.0936
-6.9721,-3.2201,0.6084,0.1684,-2.4494,-0.3074
-6.9721,-3.2201,1.0714,0.1684,-2.4494,-0.3074
-8.5890,-2.5268,1.5888,0.2926,-4.0859,-0.3343
-13.3795,-0.9589,4.7803,1.4310,-5.0036,-0.0154
-17.4604,-3.8925,7.4650,1.5342,-5.0036,0.9662
-14.5053,-2.0638,4.5823,1.2863,-5.0036,0.6225
-5.3378,-1.4949,-0.6138,-0.2427,-3.7583,-0.0418
-2.4574,-3.2393,0.2327,-0.4798,1.2353,0.0000
-7.8718,-2.7553,5.8271,-0.7698,3.8141,-0.0817
-8.7511,-1.9819,0.6173,0.0298,-3.6127,0.1109
-8.9815,-1.8634,0.6718,0.3204,-3.9744,0.1436
-9.9057,-1.2281,2.0524,0.9326,-4.7321,0.2715
-13.4680,-0.9314,5.6183,1.0356,-5.0036,0.9026
-14.0668,-3.4301,5.5819,1.3230,-5.0036,1.0531
-10.8885,-2.8923,5.9605,1.0038,-5.0036,0.0351
-4.3831,0.1866,9.0945,1.2303,-4.2736,-0.6353
-8.0076,-3.7442,1.0367,0.8303,-2.3127,-0.3079
-7.9334,-3.3087,2.0357,0.9116,-2.7148,-0.3433
-9.7795,-2.5968,4.3807,0.4458,-3.5517,-0.2808
-12.3212,-2.1655,5.0130,1.2228,-5.0036,0.2987
-11.6249,-4.2999,3.6054,0.9475,-5.0036,0.2443
-9.1490,-3.1717,4.1587,1.5456,-5.0036,-0.4447
-5.6148,-0.3984,7.1067,1.1426,-4.1119,-0.5748
-2.9713,1.0050,9.0670,0.8361,-1.9212,-0.1857
-3.5683,-1.2933,7.2861,-0.3172,0.4074,0.2905
-5.0142,-2.8505,6.6030,-0.2958,2.4024,0.3406
-6.8040,-2.0447,-1.0816,-0.1315,-2.8233,0.2149
-6.8040,-2.0447,-1.0816,-0.3479,-3.3142,0.2149
-9.0969,-0.7388,-0.9398,-0.1336,-4.6872,0.3207
-12.4355,-1.7306,-1.2987,0.0793,-5.0036,0.5933
-13.2945,-1.6786,-1.0893,0.8205,-5.0036,0.7225
-13.1492,0.1765,2.3067,1.1556,-5.0036,0.7613
-11.1416,0.1202,5.4437,0.6191,-5.0036,0.8273
-8.1015,-2.7141,6.8441,0.5231,-3.7529,0.0866
-6.7777,0.1705,6.5216,-0.2718,-1.6997,-0.5767
-7.0271,0.6275,5.7398,0.0803,0.5501,-0.4852
-6.0844,-1.1617,0.2028,-0.1080,-1.2649,-0.0243
-6.3165,-0.6969,0.3565,-0.3108,-1.6874,0.0589
-7.9292,-0.4702,-0.9356,-0.4566,-2.9428,0.3141
-10.2221,-2.6076,-1.6863,0.1744,-4.6491,0.4872
-11.5113,-1.3340,-1.5948,1.0304,-5.0036,0.2825
-11.9486,-1.0654,2.1404,1.2171,-5.0036,0.6490
-10.4088,-1.0128,4.6684,0.9733,-5.0036,0.5333
-9.1232,-0.4971,10.2604,1.1535,-4.9981,0.0730
-9.9254,-0.5462,2.2624,0.0278,0.0816,0.2692
-9.9254,-0.5462,2.2624,0.0907,0.0816,0.2692
-10.0451,-0.6616,2.9904,0.1707,0.1652,0.3209
-11.7745,-3.6257,0.2889,-0.2769,0.4191,-0.1261
-14.1230,-4.9478,1.4997,0.3103,0.5599,-2.2947
-13.4225,-4.1426,4.5625,0.6296,-0.4783,-4.4434
-11.0357,-2.3127,6.5755,0.8018,-2.2744,-5.0036
-8.5956,-2.7751,2.3318,0.8839,-3.1234,-4.6554
-3.6568,-3.0114,1.3663,0.7857,-2.6910,-3.5627
-0.1376,-3.9380,4.2670,0.4183,-1.3622,-1.5156
-10.8185,-2.8684,-1.5595,1.1787,-0.9183,-1.7266
-10.8185,-2.8684,-1.5595,1.1787,-0.9183,-1.7266
-11.0710,-3.2638,0.1376,0.8170,-1.4117,-2.4899
-11.7894,-2.9318,1.4506,0.9534,-2.5464,-3.8174
-11.1942,-2.5771,3.3954,1.1452,-3.5618,-4.2605
-8.2319,-3.6287,4.0427,1.5053,-4.2994,-3.7835
-5.1422,-3.4259,3.4690,0.7101,-3.9561,-2.5331
-2.3755,-5.2122,2.3055,0.5319,-2.1538,-1.1579
-3.0706,-5.5101,4.6989,0.3233,-0.1724,-0.1576
-4.7390,-5.5735,6.7017,0.0315,1.2966,1.0534
-10.8012,-0.7388,-0.0586,-0.1717,-1.2489,-1.8295
-10.8012,-0.7388,-0.0586,-0.4316,-1.5618,-1.8295
-11.8499,-1.4237,-0.5641,0.2870,-2.7290,-2.6780
-12.8046,-1.8796,-0.3829,0.0163,-4.0233,-3.2825
-12.0742,-2.1129,-1.3077,0.9936,-4.6753,-3.6602
-9.9410,-2.8929,0.0479,1.0631,-4.7670,-4.1189
-7.0265,-3.3984,4.7934,1.9288,-4.3979,-3.5036
-3.2435,-3.9350,5.5801,0.4788,-3.0972,-2.3098
-0.5713,-4.8969,5.8056,0.1793,-0.8322,-1.0869
-10.0732,-0.0084,-0.3846,-0.1750,-0.5649,-0.5487
-10.0732,0.0933,0.0634,-0.1750,-0.5649,-0.5487
-11.3982,-1.7635,-1.4548,-0.6119,-1.4630,-1.3091
-12.9045,-3.1334,0.3541,0.0615,-2.6345,-2.7238
-13.4447,-3.4971,1.2508,0.2049,-3.9002,-3.6631
-12.5868,-4.7515,1.9711,0.4181,-4.8733,-4.2551
-11.0297,-3.4869,1.7659,0.4152,-4.9978,-4.5112
-6.5252,-4.2347,4.8275,1.3069,-4.7154,-4.0152
-1.4160,-4.0313,4.6702,0.6272,-3.4245,-3.0029
-10.0522,-4.3651,-0.5468,-0.0906,-0.7844,-1.4780
-10.0522,-4.3651,-0.5468,0.7115,-1.0875,-1.4780
-10.3346,-5.7314,2.6644,0.1810,-2.3527,-2.5462
-14.6369,-0.4774,3.6054,0.9114,-4.9871,-4.0545
-13.7647,-0.9781,1.7952,0.8204,-5.0036,-3.2599
-7.2861,-6.3912,-0.5809,1.1138,-4.5059,-2.9819
-3.7998,-3.5300,3.1430,0.1048,-1.9870,-2.8214
-10.1510,-0.2776,-2.9994,-1.3835,-0.5760,-0.9609
-10.1510,-0.2776,-2.9994,-1.0907,-0.7155,-1.1128
-10.8455,-0.5462,-1.1886,0.9181,-1.3189,-1.8918
-12.4331,-1.1324,-1.6217,0.2185,-2.3819,-2.6093
-12.4528,-2.6381,-1.0768,0.5736,-3.2269,-3.1484
-10.9705,-4.4267,0.5306,0.9032,-3.8120,-4.0731
-8.5226,-3.0036,2.3815,2.1725,-4.2634,-3.9065
-9.3972,1.4836,-1.6164,-1.0287,-0.5395,-0.3731
-9.7448,2.0088,-1.6750,-1.0650,-0.6657,-0.3932
-10.8706,2.6273,-3.2943,-1.0188,-0.9809,-0.4362
-12.1053,0.4636,-5.2463,0.6055,-1.2022,-1.1813
-12.3159,-1.5290,-1.5176,0.4076,-1.7962,-2.9347
-12.1484,-1.8197,2.4592,1.1516,-2.9102,-3.7903
-11.3498,-2.1559,3.8297,0.6597,-4.1501,-3.8669
-10.5404,-2.8881,1.7252,1.1261,-4.6395,-3.5172
-6.2752,-4.5129,0.9703,2.1396,-4.0473,-2.8779
-2.8977,-4.5266,6.5300,2.0569,-2.7891,-2.0740
-10.1216,1.5727,-2.2666,-0.1297,-0.5005,-0.4950
-10.0289,1.9448,-1.7157,0.1086,-0.6753,-0.5942
-11.0046,1.3304,-0.8740,-0.4939,-1.3248,-0.8059
-11.1398,-2.0949,-0.4493,0.4284,-2.3416,-1.5626
-12.1723,-0.6628,0.5575,-0.0315,-3.4273,-2.5830
-11.5998,-2.4299,2.3713,0.7601,-4.2154,-2.9007
-10.7677,-3.8369,4.6516,0.5310,-4.7593,-3.3701
-9.9996,1.0612,-4.2461,-0.3167,-0.2792,-0.0887
-9.9996,1.0612,-4.2461,-0.3167,-0.2792,-0.0887
-11.0913,0.2100,-4.5129,0.2492,-0.5185,-0.2929
-11.4891,-0.7137,-2.6782,0.3965,-1.0947,-0.9485
-10.2550,-2.2223,-2.3527,1.0983,-1.7810,-1.7092
-10.2377,-1.5529,0.2441,1.4485,-2.8312,-2.1988
-10.7186,-1.8909,2.8343,2.2918,-3.9703,-2.1779
-11.2050,-3.2961,3.3194,1.7307,-4.7498,-2.1619
-7.9753,-3.2967,5.7715,1.8894,-4.4871,-2.2275
-4.4638,-1.8556,7.2634,0.8325,-3.3734,-1.7391
-1.9340,-2.2086,8.4598,0.7934,-1.4792,-0.8680
-9.3996,-0.7442,-1.4501,-0.0467,-2.1458,-1.2365
-9.3996,-0.7442,-1.4501,-0.0467,-2.1458,-1.2365
-9.2459,-1.9902,-0.2195,1.1616,-2.7994,-1.5441
-10.1414,-1.6522,-0.8160,1.4972,-4.2515,-1.9326
-11.1512,-3.8303,2.5831,2.2448,-5.0036,-2.4490
-10.8365,-2.0961,9.4187,1.7666,-5.0036,-2.7052
-5.4449,-1.5464,7.3214,0.1045,-5.0036,-1.8871
-2.4150,-1.6929,3.8429,-0.6046,-2.7261,-0.3800
-3.3793,-2.6985,3.5318,-0.6932,-0.0732,0.9465
-9.2040,-0.3823,-0.9553,-0.6032,0.2969,-0.0702
-9.2160,-0.5982,-1.4285,-0.7495,0.0331,-0.1151
-9.4469,-0.8895,-3.8339,0.1064,-0.8147,-0.3706
-10.2311,-2.1434,-1.1892,0.9514,-2.4285,-1.0411
-11.3521,-1.9980,2.3234,1.1049,-4.2938,-1.4948
-12.0802,-3.2895,3.2901,1.1527,-5.0036,-1.6767
-11.6985,-2.9019,2.9755,1.0007,-5.0036,-1.8848
-8.4335,-2.2899,6.1047,1.4200,-5.0036,-1.6463
-4.2808,-2.0171,7.1198,0.3239,-4.2052,-1.0876
-2.3234,-2.3797,6.5982,0.0733,-1.6535,-0.3824
-3.9870,-3.2650,5.5011,-0.5418,1.2058,0.4310
-8.9420,-2.0369,-4.7139,0.2127,-0.2164,-0.4869
-8.7488,-2.0680,-3.3111,0.5499,-0.4336,-0.7326
-10.0325,-0.5426,-0.7394,0.3146,-1.3967,-1.4577
-11.9611,2.2953,0.9170,0.3625,-3.2912,-1.7605
-12.3434,-1.2676,-0.1161,0.5654,-4.8367,-1.4531
-11.6853,-3.8076,0.6401,1.4980,-5.0036,-2.0343
-10.5159,-3.7268,4.1575,1.3677,-5.0036,-2.8385
-9.5336,-0.9290,6.6867,1.4873,-5.0036,-2.4354
-4.1827,-1.4776,8.1643,0.9369,-4.6061,-1.3488
-12.3392,-1.7031,1.6786,-0.1752,-2.0107,-2.0986
-12.2333,-1.6798,1.9519,-0.1969,-2.4091,-2.2828
-13.2365,-1.9531,2.8672,0.2950,-3.5594,-2.7463
-13.5488,-1.8843,2.6315,-0.3793,-4.9741,-3.1295
-11.8660,-0.9117,-0.9087,-0.2500,-5.0036,-2.7884
-9.3954,-3.6455,0.7831,1.2903,-4.4692,-2.8344
-6.0616,-3.1717,4.6516,1.8503,-3.7347,-2.8278
-9.6676,-0.4576,-1.7695,0.5191,-1.5302,-1.2894
-9.6676,-0.4576,-1.7695,0.5191,-1.5302,-1.2894
-9.7962,-0.7454,-1.2215,0.6022,-2.4051,-1.5852
-11.4431,-1.4004,2.1386,1.8665,-4.0047,-2.1382
-12.6646,-2.5083,4.3466,1.3850,-5.0036,-2.1331
-12.6263,-4.7982,5.7290,1.0234,-5.0036,-2.1432
-8.0800,-4.2873,5.0686,0.2505,-4.9924,-2.4097
-3.5414,-2.8481,4.9137,0.1750,-2.9822,-1.9853
-11.7972,1.3071,-2.8851,0.1671,-1.5137,-0.9067
-11.7972,1.3071,-2.8851,0.1671,-1.5137,-0.9067
-12.1202,-0.0239,-2.3761,0.7995,-2.1964,-1.4235
-13.9896,-0.4487,-2.1176,-0.4262,-3.3468,-2.5785
-13.0152,1.1402,-2.3755,0.8358,-3.8275,-2.9004
-10.0911,-0.7585,-0.1741,0.8624,-4.1204,-2.5469
-6.5444,-5.5065,3.3308,1.4195,-4.3232,-2.9262
-6.6562,-1.9848,6.1340,1.1507,-4.0225,-2.7776
-11.0812,0.2363,-1.1168,-1.4522,0.2185,-0.3919
-11.0812,0.2363,-1.1168,-1.4522,0.2185,-0.3919
-12.2357,0.7783,-2.3527,-0.6177,-0.2634,-0.6585
-12.8889,1.1288,-3.4768,-0.1623,-1.3554,-1.2300
-11.3109,-1.3220,-3.0939,1.2906,-2.3358,-1.7547
-10.6295,-0.9488,0.2830,0.7369,-3.5800,-2.2257
-8.5549,-2.2953,2.4233,1.8045,-4.6620,-2.2958
-7.8610,-1.6546,2.3821,1.2075,-5.0036,-2.3549
-6.0832,-1.1061,3.6760,2.8511,-4.4563,-2.1024
-11.9701,-3.2620,2.8134,-0.0060,-0.6953,-1.0117
-11.5083,-3.0778,2.8008,-0.0877,-0.9557,-1.1874
-11.1117,-2.5968,3.6407,0.0939,-1.7210,-1.6550
-10.3155,-2.2032,4.3950,0.0373,-3.0505,-1.9844
-9.6491,-2.2475,1.7827,-0.0867,-3.7067,-1.8060
-7.8395,-3.4947,1.4387,0.0594,-3.3686,-2.0618
-6.1537,-3.3033,4.1228,0.6993,-2.6008,-2.3854
-3.7394,-3.3535,6.1238,0.6767,-1.9169,-2.1710
-1.6337,-4.2574,8.2738,0.9800,-1.1278,-1.5947
-1.5093,-3.5462,7.5374,0.2660,-0.1078,-0.6723
-11.3486,2.2116,2.4239,-0.1208,0.4588,0.4963
-11.4676,2.5872,2.5190,-0.3080,0.4812,0.5666
